content,score
baik,5
"Help center kan seharusnya bisa membantu ya, kok bisa-bisanya menutup chat secara sepihak tanpa memberi solusi yang jelas? Saya sudah menggunakan grab sejak lama makanya kaget stafnya kok kayak begitu sih, padahal chat help centernya belum selesai, ternyata bisa ditutup gitu aja ya tanpa solusi apa-apa dari grabnya. Kalau kayak gitu mah pakai bot AI aja gak usah ada staf manusia, wong gak mau membantu sama sekali.",1
ok bangetttt,5
"Mau masuk aplikasi customer aja kek pinjol susah amat, otomatis pernah pindah ke ijo sebelah gak ribet",1
Good👍,5
"untuk fitur pesen makannya ngga bisa dibatalin padahal udah nunggu lama, waktu waktu waktu",2
"PESEN DARI JAM 19.00, UDAH JAM 22.00 GA DPT DPT DRIVER, GABISA DIBATALIN LAGI, BIKIN GABISA TIDUR, KLO TIDUR TKUTNYA DPT DRIVER, BENERIN LAH GAJELAS",1
baik,5
nyaman,5
bagus,5
"Sudah nunggu sejam tp status pesanan stuck di ""sudah diterima"". Paham sih ini maksudnya susah dapat driver kan, tp mau batalin juga gak bisa jadi gimana dong",1
"Woiii saya lapaaarr kenapa ngga boler order , sudah banyak update, sudah banyak instal , kenapa ngga bolej orderrrr??? Kasih betul2 laahhhh",1
okay,5
bagus membantu pake jas ujan,5
Mantap,5
mantabsss,5
Di garut cibatu grab susah banget d cari,3
membantu saat lagi butuh...,5
untuk kali ini mantappp,5
Nice,5
oke,5
promo lebih banyak untuk pekerja dan pelajar,5
Drivernya ramah,5
sering sering adain promo yak,5
"Pas mau belanja kok skrng gak bisa bayar di tempat ya seperti biasanya, malah hrus pake ovo atau dana",5
sangat membantu,5
sangat bagus,5
drivernya ramah,5
keren,5
bagus,5
Parah grabfood nya gabisa di rubah atau di cancle klo idh terlanjut kepesan,1
baik dan ramah,4
aplikasi bagus,5
sangat membantu,5
baik dan ramah banget,5
"bapak sopirnya baik dan sabar,,td saya salah mengasih alamat tetapi bapak sopirnya dengan sabar tetap mengantar kami utk sampai kerumah...top banget... terimakasih bapak sopir ...jangan di marah ya bapak sopirnya Grab.",5
membantu sekali,5
"Untuk grab food tidak BS batalkan pesanan walau sudah menunggu sangat lama tidak ada driver yang mau ambil, tidak semua orang pesan makanan bayar pakai tunai itu mau nipu, sangat2 di sayangkan",3
👍,5
"makasih promo"" nya",5
Terima kasih dan sukses terus dengan usahanya,5
Apaan sihh nih aplikasi di suruh update udah beli paket data lama bgt keburu berjamur gua yg lain gua update biasa aja tolol bgt dah,1
baik,5
oke,5
bagus,5
nyaman,5
bagus,5
alhmdulilah org nya baik ramah tepat waktu,4
Gak jelas gak ada pilihan batalkan pesanan,1
sangat nyaman.,5
"mantabs, responsif, ramah",5
Gabisa di daftar,1
Map nya susah ga kedetek di grab,1
"terima kasih, mengemudinya hati2 bgt...",5
sangat mantap,5
ok,4
Qris nya bermasalah tolong segera perbaiki qris berkali kali tidak bisa padahal sebelum sebelum nya bisa. Tolong lain kali lebih cepat lagi untuk qris karna qris merupakan sistem yang seharus nya cepat. Benerin gps nya masa ga gerak gps nya bikin orang khawatir saat ngecek,1
Bagus,5
bagus,5
Kenapa harus ada verifikasi foto lagi?? Saya pakai saldo ovo koq. Lama2 sy gak pakai lg nih grab,2
"Grab anehh,br instal udh gk genah apk nya,dulu perasaan g gini deh Td nya senang byk amat promo nya,tp pas mau pake malah ""promo gk bs digunakan"" ,perbaiki grabb ! Kecewa.",1
sangat membantu dlm perjalanan,5
Gak bisa di buka,1
cepat aman nyaman sopir nya jg ramah,5
Ngatur lokasinya susah.,2
Mahal banget harga nya parah . Beda sama online sebelah in driver,1
👍,5
nice👌,5
pelayan cepat terimakasih aplikasi grab memudahkan segalanya,5
aplikasi ny benar²bagus,5
Mudah dan Lancar prosesnya,5
bagus dan baik,5
Mau pick up barang saja lama banget ga ada drivernya.,1
good,5
Murah dan praktis,5
Semoga bertambah penghasilan,5
ok,5
sopan,5
baik,5
Grabfood pesan lama.gada konfirmasi udah sejam eh dapet driver ga bisa dicancel. Rugi bandar gaje,1
ok perjllnn pertama.,5
ok,5
mantap,5
sangat membantu,5
baik,5
terbaikkkkkk,5
pertahankan,5
TOP,5
cepat dan terpercaya,5
sangat membantu👍,5
👍🏻👍🏻,5
Aplikasinya Bagus Banget,5
sangat baik,5
Chat di komplin tidak pernah di balas,1
Makasih atas kecepatan dlm pembatalan layanan pesanan di alfamart. call centernya sat set,5
"Tolong sediain pilihan cancel krn sangat memakan waktu jika mencari pengemudi tpi gak ada yg mau ambil orderan, kami menunggu bisa sampai sejam mau cancel gak ada menu cancel, pernah saya tungguin sampe sejam gak dapat2 drivernya, trus saya keluar krn saya pikir orderan belanjaan saya mungkin tdk ada yg mau ambil jadi saya tinggal.ternyata pas saya sudah diluar drivernya tlpon sdh di alamat saya beserta belanjaan yg saya pesan. Kan kasian kitanya apalagi drivernya.",4
Driver dapet 2 resto sekarang suka salah ngasih tertukar ajrkan yang benar dong drivernya untuk paham dong kayak gini resto dan costumer jadi juga kecewa,1
baik,5
good,5
baik,5
Gajelas top up ovo 30rb malah yang masuk 28rb,1
oke,5
"puas ,cepatdan aman",5
sangat ramah dan sopan,5
Aplikasinya Loading,1
"Tolong untuk ada fitur cepet jemputnya soalnya kita pelanggan juga perlu cepat"", nanti kalau dibatalkan gara"" Lama terus kena suspend kita sbg pelanggan di viralkan karena kurang memahami driver, tolong sekali",2
So far so good lah. Sesuai kebutuhan saya tidak ada masalah.,5
Gabisa dibuka,1
Mantab,5
"driver keren, respon sigap dan on time. thanks.",5
drivernya ramah ramah,5
Baik,5
Baikk,5
suka,5
nice,5
"Kalau bisa jangan diupdatelahi dong soalnya memori hp saya penuh,please😭",4
sangat membantu,5
terimakasih pak,4
sangat puas,5
bagus lebih hemat klo ada promo,5
Saya sudah dari perta ada grab sudah enk gak pernah ganti ganti layanan sangat nyaman,5
sekarang muahal,4
Bagus,5
bagus,5
jos,5
mantap ....alhamdulillah salam hormat Arya12🤲🤲🤲,5
sangat baik,5
ok,5
mantap,5
full senyum😘,5
mantab,5
sangat puas dan ramah.. terima kasih,5
mantap,5
Cara menyiksa halus mitra drivernya,1
Sangat Dengan Adanya Aplikasi Grab,5
terimakasih,5
Kasian banget drivernya Masa ongkos dari kita 15k nyampe driver 8k,1
sangat membantu dan memuaskan dalam segala aspek,5
Berguna dan sangat membantu. Terimakasih..,5
baik banget sih orang nya sopan lagi,5
mantap,5
Wuhhhh bagusss,5
Pesen prioritas tapi masih disambi sama drivernya,1
bagus,5
"Saya rasa grab harus jeli menerima driver khusus car driver, karena driver yg sekedar hobi, meremehkan penumpang, beda dengan driver yang memang ada niat untuk mencari nafkah, contoh 1.) Saya mengalami driver yg kritis terhadap chat, selisih 2 menit belum saya balas, protes nya ke saya seperti tidak dibalas 1 hari, 2.) Pesan grab xl untuk 6 penumpang, saya diprotes karena kami ber 6 bawa barang 1 koper dan totbag kecil, padahal Terios, setelah itu pesan lagi sejenis Sigra malah aman, kok aneh ya",1
god job,5
"Aplikasi gajelasssss, mesen makanan ga bisa di batalkan padahal waktunya lama bgt nunggu sejam lebih, kalau EMG ga bisa ya otomatis dong org udh nunggu lama!!!!",1
aplikasi sangat bagus dan membantu,5
Log out sendiri dan terputus ke OVO. Gak bisa dipakai lagi,1
sangat baik,5
"pengantarannya cepat, abang'a sopan",5
ok 👌 service,5
sopirnya sabar,5
"keren, sangat membantu",5
terima kasih,5
drivernya ramah,5
oke,5
bagus,5
mantap,5
"sumpah grab bagus, tapi tolong lah kalau mau gofood tuh ada fitur pembatalan, saya sudah order 30 menit dan ga ada grab yang nyantol, kesel sumpah, udah lama, ga bisa dibatalin, kadang mapnya error, tolong adakan fitur pembatalan jika tidak ada grab yang menerima pesanan grab food lebih dari 10 menit",4
sangat membantu,5
ok nyaman d perjalanan,5
banyak promo nya,5
Sulit dioperasikan,1
sangat membantu,5
sangat membantu,5
Sangat memuaskan 👍👍👍,4
mantap,5
okeh pol,5
mempermudah urusan,5
sangat baik,5
ok,5
👍,5
Cepat dan nyaman,5
mantap,5
Sangat membantu sekali disaat Qt sbk or tdk bs kluar rmh.,5
terima kasih,5
"pelayanan cepet benr, driver sangat ramah",5
memuaskan pelayanannya,5
sangat ramah dan baik pengemudinya trimakasih banyak sesampai tujuan,5
Tdk bisa conect ovo,2
Tolong untuk order grab premium agar bisa muncul di seluruh jabodetabek.. Atau bisa advance grab car premium di jabodetabek jangan cuma di jakarta saja,5
Great,5
sangat membantu perjalanan jadi muda,5
mantap,5
sangat membantu sekali,5
Baguss Skali,5
ok,5
sangat baik buat saya membantu,5
mantap,5
mantap..ramah sopan,5
"lumayan bagus,,tpi harga nya agak mahal sekarang,,,,gk kayak dulu",3
"Pesanan mulai dari jam 1 smpai sekarang jam 5 belum sampai, Saran jika melebihi jam yg di tentukan grab belum sampai jga apa lagi smpai 5 jam mohon batalkan otomatis, jika pesanan tidak di tangani knp mengaktifkan grab / bisa di lempar ke grab lain, saya sudah menunggu lama ini sudah lapar minta bantuan dari grab tidak ada kejelasan",1
supir baik,5
Sangat di butuhkan kalau lagi hujan,4
Ok,5
kurir sangat baik,5
Baik dng rma,5
mudah sekali menggunakan aplikasi nya,4
"cape banget order makan lamaa banget udah sampe 1 jam 15 menit ga nyampe nyampe. udah gitu harus 1 jam lebih baru makanan bisa di cancel. woylahh lagi laper harus nunggu selama ituu. sekarang2 juga kalo order makan nunggu drivernya lamaaa bisa 40 menitan, kadang driver ngambil 2 pesanan dr resto yg beda, kalo ga mau ngambil bisa di cancel aja kalii biar drjver lain yg ngambil. kesel banget sampe mau nangis karna nunggu lama mana laperr",1
pengemudinya ramah,5
map kurang akurat,1
top,5
⭐⭐⭐⭐⭐ Aplikαsi untuk membeli mαkαnαn minumαn dll Dengan harga stαndαrt,5
Tdk bisa terpasang d hp ku,3
recommended.,5
baik,4
terbaik,5
Sangat membantu 👍,5
mantap,5
ramah,5
bagus,5
baik,5
"Asalamualaikum min..min kmi driver grab plembang skrg² ini orang² di tempat ak yaitu di kayuagung,OKI,Sumsel udh pada mesen food di apk grab...min tpi tolonglah adain keh grab di kayuagung soalny di kayuagung udh mulai mesen grab nie pliss y min😭😭😭😭😭😭😭😭",5
Lama dapat driver grabfood gapernah tepat waktu,1
Baik,5
pelayanan yang mantap dan oke,5
bermanfaat,5
mantab,4
apk sangat membantu,5
aplikasi yg sangat berguna ketika musim hujan,5
Knpa gak bisa di perbarui sih,1
Kenapa saya gk bisa pesan makanan lagi,2
aplikasi grep sangatlah membantu,5
TOP lah pokoknya 👍,5
Good job,5
sangat bagus,5
baik,5
thank you,5
"Hari ini saya memutuskan untuk berhenti menggunakan aplikasi grab. Call center tidak membantu, aplikasi tidak memadai. Orderan sulit dicancel pengguna, sebelumnya dicancel 4 orang driver. Saya dan merchant bingung, akhirnya resto yg antar ke rumah. Apabila user lain merasakan kendala, dengan senang hati saya akan membaca pengalaman saudara saudara sekalian, karena grab tidak pernah berbenah dari kesalahan yang terjadi. Akhir kata saya mengucapkan saya kecewa mendalam terhadap pelayanan grab.",1
Bagus,5
good job,5
mantap,5
Apk grab ini buat ngelek kalau udh iklan anjeng,5
Tarif 13rb jadi 40rb gara² ganti alamat tujuan yang notabene masih 1 kecamatan. Annoying banget,1
Cukup baik tp knp paket wash up tdk tlp dan ga bisa terima tlp😇,3
mantap pelayanannya,5
bagus sekali,5
ramah tepat waktu,5
good,5
"biaya pemesanan dan kemasan makin mahal, ga kira2 dibebankan ke konsumen.",1
Sangat membantu dan mempermudah Segala urusan,5
sangat membantu disaat mager hehe ditambah banyak voucher promo jadi mantul dah,5
sangat membantu sekali terima kasih!,5
sangat bagus,5
pengemudinya baik dan ramah..terimakasih Grab 🙏,5
"Gimana bisa saya kena overdue payment, padahal saya selalu membayar tunai dan non cash dengan benar? Saya tidak pernah melakukan peminjaman apapun loh",1
pengemudinya baik terima kasih,5
cepat dan sangat membantu,5
aplikasi ini sering error penumpang belum di jemput dan ga bisa di batalkan dan saldo onhold tdk ada proses,1
Kode ferivikasi nomor hp ( tidak ) bukan dikirim kenomor hp saya . Mohon kode ferivikasi.dikirim kenomor hp saya supaya saya dapat kode ferivikasi,3
Sangat bagus dan bermanfaat,5
sempurna,5
2 kali pesen food pakai hemat estimasinya pengiriman di rubah smpe 2 kali. Ok nunggu 30-40 mnit tp klu di rubah lg brrti ga konsisten sm waktu. kmrin tgl 25 jan pesen dr jam 14.16 di ksih estimasi perubahan smpe jam 17.00,3
Baik sekali,5
baguss,5
aplikasi sangat membantu kita yg blm ada kendaraan Roda 4,5
Cam sial susah masuk,1
aman,5
mantap grab,5
👍,5
"sebaiknya update data driver melalui satgas di wilayah Tasikmalaya dan Ciamis karena di temukan tidak sesuai plat nomor kendaraan & driver, terima kasih",5
ok,5
keren,5
ok,5
bagus,4
bagus,5
ok banget,5
Order Cepat nyaman dan aman,5
good,5
sangat mempermudah tranportasi,5
istimewa,5
terbaik,5
Update..,5
pelayanan nya menyenangkan,5
sangat membantu trimaksih grep🙏,5
Good,5
Grab Handal 👍,5
terima kasih,5
Banyak driver melanggar lalu lintas dan bisa nya cuman buat macet jalan doang,1
TERBAIK 👍,5
"terpada grabfood,kalau ada pesanan,tolong lah bawa duit buat ballance",3
mantap,5
alhamdulillah...terimakasih atas pelayanananya..🙏,5
okay,5
ok,5
Ok,5
Sangat memmbantu,5
Bayak kali peraturan nya untuk mesan motor Udah lama di gunakan makin tak jelas,1
good,5
baiksekali,5
bagus,5
"Mohon diperbaiki lagi untuk aplikasinya. Sekarang aplikasi pakai AI, tapi AI nya bodoh...kita nanya apa jawabannya beda. Mesan makanan drivernya nyasar, saldo ovo ditahan, ga jelas kapan datangnya sampai 1,5 jam. Padahal lokasi cuma 1 km dari rumah. Bikin aplikasi yang solutif...itu resto dikasih alamat yang jelas. Telp resto juga harus bisa dipakai saat darurat. Management delivery nya yang lebih humanis.",1
sangat baik,5
bagus sekali,5
"Kok mau login aja leletnya minta ampun, kaya berat bgt apk nya, meremehkan wifi di rmh saya ini 😂🤣",1
sehat n sukses selalu,5
mantap,4
sangat bagus,5
there is no cancel order feature. very bad,1
Bagus,5
meme,1
good,5
sangat membantu,5
gabisa lanjut ke pembayaran,1
"sangat suka dengan adanya layanan, aplikasi, grebb bisa order kpan sja",5
Semoga service nya tambah lebih baik,5
bagus,5
mantap,5
"Saya kelaparan nunggu pesanan gara gara akun di tangguhkan ,hmm mengesalkan",2
kok tiba² alamat rumah gw keganti sendiri pas pesen GrabFood??,1
Bagus,5
"pengemudinya sopan ,ramah ,baik dan wangi",5
mantul,5
On Time,5
ga bisa bahasa indonesia,1
Good .. many help us,5
cepat datang ramah makasih bang gojeg nya,5
mantap,5
baik,4
terimakasih,5
Excellent,5
"Susah Banget klo mau ngeCancel. Apalagi salah alamat. Parah RIBET,susah banget buat ngeCancel,udh dibatalin malah masuk driver yg lain. Lieur",1
mantap,5
pak drivernya baik dan ramah,5
mantap,5
akurat,5
sangat membantu,5
Gabisa cancel makanan nunggu pun lama,1
mantab,5
oke semoga sukses lancar terus😄,4
mantap,4
mantaaapp,5
Naik pangkat dr bintang 1 ke bintang 2,5
sangat membantu,5
Top,5
"terbaiiiikkkkkk....sukses selalu,aamiin",5
sangat baik,5
Gak bisa masuk,1
baik ramah,5
Ok,5
Sikap driver nya ga banget,2
sangat baik,5
driver tiptop,5
ramah,5
"Utk transport sdkit baik, tp utk food.. Parah. Sdh pesan prioritas😣, tetap pelayanannya sprti biasa. Alasannya, merchant sibu, beri mereka waktu. Tapi kita bayar lebih. Ini sudah berulang kali. Puluhan kali. Bad job.. 👎👎",1
Apk lancar,5
peramah,5
sempurna💯✨,5
lumayan membantu pas keadaan darurat,4
Maps nya model lama alias blm ter update. Nama jalan yg baru tidaklah muncul.mau sampai kapan versi lama di sajikan .pakai lah versi terbaru 2024 aja lah sudah bagus.,3
Biaya terlalu mahal,1
baik dan bagus segala nya. terbantu sekali. terima kasih 🙏,5
Buat langganan malah mengecewakan...,1
"DRIVER SERING TIDAK PUNYA KEMBALIAN, CUSTOMER SERVICE NYA BOT, MASALAH USER GAK TERATASI, Apaan ini grabfoodnya gak bisa add payment methode -.-",1
Mantap,5
nyaman,5
ok,5
Mantap,5
"Aneh padahal saya sdh bayar pesanan lewat non-tunai tapi pesanan sdh sampai kenapa di aplikasi GrabFood malah ada pemberitahuan kalau blm saya bayar dan harus segera di bayar, kan aneh gitu masa saya harus 2x bayar Kalo misal blm bayar atau nggak cukup saldo ovo nya kan nggak bisa pesan lah ini pesana sdh sampai kok malah ada pemberitahuan kayak gitu, dan pas mau ke bantuan di aplikasi malah nggak ada yg bisa bantu malah mempersulit. Kenapa grab? Sesusah itu kah buat bantu customer?",1
sangat menmbantu,5
"Buruk, saya tidak bisa menemukan rumah saya, sudah saya cari cari tetap tidak ada tolong perbaiki mapnya.",2
"aplikasi bagus bisa membatu, line nya kurang stabil, padahal internet baru saja ku isi, tolong perbaiki titik penjemputan, pembayaran terlalu mahal",3
Sangat bagus,5
gercep mantap,5
pelayanannya mantap 👍👍,5
pelayanan yg 👍baik,5
driver ramah,5
"Pesen ice cream momoyo , pesenan sudah 1 jam 20 menit sampe ice cream cair , tolong drivernya di kasih arahan,",1
"harusnya pesanan kurang dari 1 menit bisa dibatalkan. baru kasih catatan pesanan tiba2 langsung motong saldo, gak bisa dibatalkan pula. jadi mirip bandit.",1
Good aplikasi,5
Sukses Slalu Driver,5
Bug ajg g bs login,1
"gak usah pake verifikasi wajah lah, ini kan privasi, ribetttttt",5
oke pelayanannya,5
Order grabfood lama banget. Keburu pengsan nunggu makanan,2
pokoke sip,5
"Tolong banget grab kalau upgrade driver jangan yg lebih pake Ovo lebih utama! Saya selalu pakai grab, tapi kalau tgl akhir bulan ga semua pakai saldo dan Pasti pengguna cash lebih banyak apalagi saya salah satu nya! Jadi males gofood atau grab kendaraan di apk ini! Toh juga ada pemilihan waktu bagian grabfood! Nyusahin pengguna cash banget",1
Tolong perbaiki bug untuk promonya.. masa belum digunakan sudah langsung hilang padahal jangka waktunya 3 jam dan kalau mau digunakan lagi harus nunggu 3 jam berikutnya,2
ok,5
maaantaaappp,5
cukup terbantu dengan adanya grab kita bisa keman pun tanpa ribet,5
Bagus,5
sangat membantu,5
pelayanan cukup baik,5
ok,5
bagus,5
please ongkir nya turun dikit dong . pengen pesan banyak,5
bersih,5
"Driver marah marah karena ada orderan masuk tapi resto tutup, padahal saya close sementara karena ada perlu. Close 16:45, orderan 17:38. Pasti ini customer pesan sebelum resto closed. Dan dapat driver ketika saya sdh closed resto. Posisi jauh sekitar 10km dr rmh, haruskah saya balik lagi. Pastinya terpaksa dibatalkan, tapi driver marah² ke tetangga saya dan jadi omongan. Saya liat di komentar banyak permasalahan yg sama seperti ini. Kenapa tidak diperbaiki??",1
driver nya sumeh.. terimakasih pak..,5
Ada metode pembayaran qris tapi tidak bisa di gunakan hadehhh,2
"Halo Grab Keanggotaan saya sudah Platinum, tetapi kenapa untuk dapat pengemudi kok susah sekali, padahal di sekitar saya banyak sekali pengemudinya jika dilihat dari aplikasi Trus beberapa kali saya pesen grab car XL, tetapi malah di cancel terus sama pengemudi nya, setidaknya tolg. Carikan pengemudi yg. Beneran mau ambil, jangan udah ditunggu malah cancel dr. Pengemudi nya",1
mantap,2
Apaan ini skrang harus verifikasi segala baru bisa pesen dlu pdhl membantu seklai,2
Bnnyk teruk dket Telok panglima grab sye dah 1 jm tunggu tkde 1 pun,1
bagus cepet,5
"mau login suruh ngisi lokasi, giliran ngisi ga di temukan, kaga jelas",1
Baik sangat membantu,5
Okeee okee,5
"sesuai instruksi,ramah",5
Grab kenapa ya ini metode pembayarannya tidak bisa terus,4
"bagus supir,ramah dan baik",5
"saya kan barusan nge download apk ini, pas udah selesai di download ternyata gk bisa dibuka, itu kenapa ya ?",1
mantap,5
siip,5
Verry good,5
mantap seruu,5
sangat baik dan ramah,5
"driver dari sini kurang ajar, udah tau salah malah ngotot malah narik"" baju di jalanan daerah mall lippo karawaci 26/01/2025 9:30 di periksa lagi drivernya yg kurang ajar itu.",1
mantap,5
Apk yg bagus semoga makin sukses,5
Mntep,5
"Mohon sekiranya dibedakan menu makanan halal dan tidak halal y. Untung drivernya baik, dikasih tau makanan chinese yg gak halal. Mengerikan",5
terima kasih,5
sangat puas sekali,5
"Ini aplikasi sdh lama tapi masih saja bermasalah, terutama kesehatan, bermasalah hubungkan akun ovo utk pembayaran. Mending pakai provider lain, buat apa ke aplikasi yg gak jelas, mana gak bs lapor contact centre nya. Paling dibalas chat yg gak bermutu. 👎🏻",1
Mantap,5
Grab express atau grab bike sering menolak ambil barang,3
mantap tepat waktu,5
Ok,5
nyaman,5
ok,5
Tingkatkan,4
"aplikasi yang sangat baik, dan sangat membantu dikala gak punya kendaraan/lagi mager bawa motor sendiri 🙏",5
puas dgn pengankutan,5
memuaskan,5
sangat membantu,5
Bgus,5
"Apa sih, mo order naik ojol juga. Malah disebut ""ini bukan kamu"" what????",1
trima kasih,5
Verifikasi muka sangat sulit,3
pelayanan ok,5
bagus,5
mantaf,5
the best,5
sangat baik,5
sangat membantu sekali,5
ok bagus,5
sangat membantu d saat kesulitan,5
Grab - taxi & food d... Azmi 🙏🤲,5
luarbiasa,5
Ga bisa di buka grab nya gmn ini baru di update paraaaaah,1
mantap,1
nyaman,5
bagus tepat wktu,5
abang nya baik ramah sabar,5
josss,5
"Bisa ga sih kalo order itu 1 tempat aja, jgn double' lama banget pengantaran makanan nya tempatnya dekat aja padahal ngantarnya hampir satu setengah jam smpe pesanannya udah dingin. Gimana kalo orang punya asam lambung? Kecewa banget sih ga satu dua kali yg kayagini soalnya,",2
sangat membantu,5
"Kualitas suara dari TLP buruk sekali, suka putus2 gajelas, selain itu oke lah",3
orangnya rama baikk bgttttt,5
baik dan pengertian makasih grab🙏,5
Cari pekerja nya yg ga palah pilih cuaca khusus untuk driver grabcar nya . Mendingga usah aktif sekalian ketimbang aktif ga mau nerima pesanan. !!,1
Good job... 👍☺️☕,5
sangat puas dengan pembelian makanan di grab,5
goodjob,4
mantab,5
Aku ko gk bisa d buka ya,1
senang sekali,5
Grab gak bisa log in lagi habis di perbarui,1
baik,5
makasih sangat membantu,5
ramah dan nyaman,5
"iklan lu sok asik anjr yg di pencet ""X"" malah ke browser",1
pelayanan baik,5
ok,5
pengiriman nya cepat dan tepat waktu,5
bagus,5
"kocak,baru daftar udh ditangguhkan. semoga grab ditinggal oleh masyarakat Indonesia.",1
gaskeun,5
pengemudi ok,5
grab pokoknya oke,5
bagus kondisi hujan masih mao cari customer,5
Grab sangat membantu perjalanan saya dan keluarga.,5
mantap lancar jaya👍,5
Bagus kak,5
Memuaskan,5
mantap,5
mantap,5
ok,5
terimakasih,5
Ok,5
fast response,5
Terbaik,5
"MAKIN RIBET, PERLU FOTO SELFIE SEGALA... MANA SAYA TURUN DARI BUS DI TEMPAT GELAP HARUS DETEKSI WAJAH... GAGAL MULU,, AKHIRNYA JALAN BEBERAPA METER BUAT NYARI TEMPAT TERANG... RIBETT",1
bagus,5
Ok,5
graaabb oh graab is good,5
"Driver ga jujur,pesenan dibawa kabur alasan ga cepet bales cht",1
grab sekarang mahal bgt anj,1
Bagus untuk apk nya semoga tambah maju,5
Skrg pesen apa apa lama bgt nunggunya,2
sangat membantu,5
"Pesan grabcar pas hujan tapi ga diambil2, padahal urgent",1
cepat,5
"Skarang jarang pakai app grab karna masih aja pakai foto, klo bisa di hapus dong ga pakai foto2 sgala",5
kenapa sekarang grab lama ya??? biasanya dibawah 5mnt sekarang malah 15mnt,1
"kurir sopan, baik, jujur.",5
mantap,5
cepat nyaman,5
"mantap, murah",5
cukup puas,5
baik,4
Bagus,5
grab makin mantap,5
"Gila, banyak banget promo gw irit pake ini aplikasi langganan sampe jadi VIP. Tambahain langganan unlimited behh",5
sangat membantu,5
Ramah dan Baik,5
Best deh buat apl grab,4
Agak kecewa karena pas pake pembayaran tunai di daerah saya tidak bisa dan disuruh untuk memakai metode pembayaran lain dan over all yang lain udah bagus tingkatan terus kualitanya,4
sangat membantu,5
terkadang kalo hujan jadi agak lama cari drivernya,4
Kenapa eror ini,1
grab is great,5
baik,5
aplikasi yg sangat bermanfaat bagi yg membutuhkan,5
baik sopan,5
"sulit untuk membatalkan pesanan, seperti untuk case² tertentu yg mana ingin mengcancel drivernya saja tanpa perlu membatalkan pesanan, tp tak ada opsinya",1
mantap,5
Abang ojolnya ramah & baik🙏🙏🙏,5
melalui grab semua lebih mudah,5
oke,5
cepat pelayanannya,5
Luar biasa grab perjalanan nyaman,5
"Mohon maaf untuk grab bike.. diusahakan masalah mantol (meskipun sepele) ada standarisasi nya.. masak kita g boleh pakai mantol pas hujan deras, dengan alasan badan dan tas saya kebesaran... Syukur harga lebih murah sekarang.",3
Good,5
👍,5
"Drivernya banyak yg tdk sopan, tdk sabaran, suka marah2 terutama driver yg sdh berumur. Terlalu merasa dibutuhkan, pdhal sama2 kt membutuhkan. Tp dng begini, kami uninstal Lebih baik yg hijau sebelah.",1
"sangat membantu, perjalanan lebih mudah terima kasih",5
good sekali,5
Berbelit belit,1
ok,5
unggul,5
ok,5
mantap,5
Dari kemarin instal gak pernah dapat pengemudi,1
sangat membantu,5
Sangat membantu bila malas sedang datang tiba tiba😁,5
Kebanyakan sering cancel sekalinya dapet kadang kurang ramah tolong ya 🙏,2
Makin kesini maps makin dibikin jauh biar argo naik. Padahal banyak rute yang lebih cepat,2
"Grabfood sekarang di cancel ngak bisa, terpaksa kita bayar",3
orangnya ramah,4
Diskon gaib ganti pesanan langsung ilang lawak😂,1
Sudah tidak oke lagi,1
"Terutama untuk grabfood nya tolong kembali seperti dulu lagi ,, buatlah sistem 1 orderan 1 pengemudi ,, Jangan buat kami mengantri untuk menerima pemesanan ,, Kecewa pas dipesan tidak ada tertulis kami antrian nmor brp ,, tpi tiba2 pas pengemudi antar makanan kami ada antrian ,, coba perbaiki lago grab foodnya , biar sama2 nyaman 🙏🙏",1
komunikatif.........,5
bnyak promonya,5
SAYA SUKA SEKALII DAN CEPAT DATANGNYA,5
Praktis dan aman,5
bagus banget layanannya,5
mantap,5
Bagus,5
pelayanan bagus,5
mantap,5
good job,5
"NGELEK,SUKA GAK SESUAI,MENDING MAXIM",1
tetap semangat,5
sopan dan tahu jalan,5
"Masih banyak bug nya,kadang bisa bayar pakai qris kadang ga bisa ,tolong diperbaiki lagi",1
good,5
"halo grab, ini kenapa ya tiba tiba akunku keluar dr aplikasi, trs jg gabisa login😌",3
"Ga jelas, udh di sambungkan ke superbank pas transaksi minta di sambungkan lagi",1
"ramah, nyaman",5
bagus,4
mantaap,5
luar biasa,5
good,5
"Sekarang grabfood nya di kelompokkan terdekat, malah bikin lama pengantaran. Waktu orang beda². Trus makanan juga jadi dingin.",1
Kerennn tepat waktu tawwa,5
Baik baik saja,5
terbaik,5
bagus,5
sangat baik,5
baik👍👍👍,5
ok,3
semakin sukses buat grab aamiin,5
Bermanfaat,5
ok,5
baik,5
top,5
sangat baik,5
Ok,5
Pengemudinya bersahabat dan enak diajak ngobrol,5
good,5
anak sy sakit trus di jemput sama ibu supir. beliau mau mencari anak sy yg susah di hubungi.ma ksh ibu supir sdh mau mencari anak sy yg sedang skt. ( Supirx bagus pelayananx👍),5
bagus,3
Bagus aja,5
ok,5
"Mau pilih yg prioritas dan tdk prioritas ttp sama saja, selalu terlambat. Notifikasi blg terlambat beri waktu utk disiapkan, tapi tetap kita bayar lebih. Jadi apa bedanya?👎👎",1
drivernya OK bisa diajak ngobrol,5
amanah,4
sangat membantu,5
mantap,5
mantap,5
terlalu lama memcarikan drivernya,5
selalu puas dengan pelayanan grab,5
good,5
ok,5
Sangat membantu dalam perjalanan,5
baik,5
mantab,5
Ok,5
